lr-AdamW,step,vqa/train/loss,vqa/train/score,epoch,vqa/val/loss,vqa/val/score,vqa/val/score_epoch,vqa/val/loss_epoch,val/the_metric,vqa/train/score_epoch,vqa/train/loss_epoch,train/the_metric
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
,99,40.545223236083984,0.18125000596046448,0,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
,109,34.00233459472656,0.3125,0,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
,119,30.088092803955078,0.28125,0,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
,129,27.429370880126953,0.5,0,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
,139,21.870229721069336,0.5125000476837158,0,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
,149,19.387710571289062,0.26875001192092896,0,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
,159,19.5872745513916,0.38749998807907104,0,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
,169,19.007734298706055,0.20000000298023224,0,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
,179,19.54431915283203,0.1875,0,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
,189,14.695605278015137,0.20624999701976776,0,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
,199,15.711244583129883,0.17499999701976776,0,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
,209,13.842599868774414,0.21875,0,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
,219,12.301641464233398,0.3125,0,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
,229,12.494558334350586,0.2874999940395355,0,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
,239,13.421001434326172,0.20000000298023224,0,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
,249,9.566412925720215,0.28125,0,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
,259,11.279940605163574,0.25,0,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
,269,8.37879753112793,0.4749999940395355,0,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
,279,9.65060043334961,0.3499999940395355,0,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
,289,9.8803071975708,0.33125001192092896,0,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
,299,9.858376502990723,0.33125001192092896,0,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
,309,8.087811470031738,0.33125001192092896,0,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
,319,8.740812301635742,0.24375000596046448,0,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
,329,8.583639144897461,0.13749998807907104,0,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
,339,10.510358810424805,0.22499999403953552,0,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
,349,9.876432418823242,0.1875,0,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
,359,10.806623458862305,0.33125001192092896,0,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
,369,10.76480484008789,0.20624999701976776,0,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
,379,10.280638694763184,0.2874999940395355,0,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
,389,8.033928871154785,0.34375,0,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
,399,5.910365581512451,0.5625,0,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
,409,6.546427249908447,0.5,0,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
,419,6.657007217407227,0.3687500059604645,0,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
,429,5.611207485198975,0.22499999403953552,0,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
,439,8.479987144470215,0.3499999940395355,0,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
,449,7.453209400177002,0.5,0,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
,459,5.828933238983154,0.53125,0,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
,469,9.47955322265625,0.1875,0,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
,479,10.434343338012695,0.33125001192092896,0,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
,489,7.452232360839844,0.26875001192092896,0,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
,499,9.540342330932617,0.125,0,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
,509,9.36470890045166,0.1875,0,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
,519,6.813362121582031,0.25,0,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
,529,6.835864543914795,0.39375001192092896,0,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
,539,6.50560998916626,0.1875,0,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
,549,10.215943336486816,0.20624999701976776,0,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
,559,7.762850284576416,0.375,0,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
,569,9.031869888305664,0.1875,0,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
,579,5.667944431304932,0.3125,0,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
,589,10.522719383239746,0.1875,0,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
,599,5.729222297668457,0.512499988079071,0,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
,609,5.687582015991211,0.26875001192092896,0,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
,619,8.20185375213623,0.3062500059604645,0,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
,629,7.231143474578857,0.33125001192092896,0,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
,639,7.186039447784424,0.33125001192092896,0,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
,649,8.889429092407227,0.2874999940395355,0,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
,659,6.919294357299805,0.24375000596046448,0,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
,669,5.955957889556885,0.4124999940395355,0,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
,679,8.125811576843262,0.3125,0,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
,689,8.68334674835205,0.14374999701976776,0,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
,699,8.789400100708008,0.3499999940395355,0,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
,709,5.58809757232666,0.5625,0,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
,719,9.104073524475098,0.2874999940395355,0,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
,729,8.792040824890137,0.44999998807907104,0,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
,739,7.619706153869629,0.25,0,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
,749,6.848855972290039,0.5,0,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
,759,7.305185794830322,0.42500001192092896,0,,,,,,,,
0.0001,769,,,,,,,,,,,
0.0001,769,,,,,,,,,,,
0.0001,769,,,,,,,,,,,
0.0001,769,,,,,,,,,,,
0.0001,769,,,,,,,,,,,
0.0001,769,,,,,,,,,,,
0.0001,769,,,,,,,,,,,
0.0001,769,,,,,,,,,,,
,769,7.372914791107178,0.40625,0,,,,,,,,
0.0001,779,,,,,,,,,,,
0.0001,779,,,,,,,,,,,
0.0001,779,,,,,,,,,,,
0.0001,779,,,,,,,,,,,
0.0001,779,,,,,,,,,,,
0.0001,779,,,,,,,,,,,
0.0001,779,,,,,,,,,,,
0.0001,779,,,,,,,,,,,
,779,6.209714889526367,0.34375,0,,,,,,,,
0.0001,789,,,,,,,,,,,
0.0001,789,,,,,,,,,,,
0.0001,789,,,,,,,,,,,
0.0001,789,,,,,,,,,,,
0.0001,789,,,,,,,,,,,
0.0001,789,,,,,,,,,,,
0.0001,789,,,,,,,,,,,
0.0001,789,,,,,,,,,,,
,789,6.3155436515808105,0.39375001192092896,0,,,,,,,,
0.0001,799,,,,,,,,,,,
0.0001,799,,,,,,,,,,,
0.0001,799,,,,,,,,,,,
0.0001,799,,,,,,,,,,,
0.0001,799,,,,,,,,,,,
0.0001,799,,,,,,,,,,,
0.0001,799,,,,,,,,,,,
0.0001,799,,,,,,,,,,,
,799,6.684264183044434,0.34375,0,,,,,,,,
